Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Job URL,Source Platform
Phó Giám Đốc Sales & Marketing Máy Tính - Lương Từ 20 - 50 Triệu,,Phó giám đốc,3 năm,Công ty TNHH Máy tính Nam Kinh,Hà Nội,20 - 50 triệu,"Quản Lý Đội Nhóm, Quản Lý Ngân Sách, Phân Tích Thị Trường, Kỹ Năng Đàm Phán Và Thương Lượng, Lập Kế Hoạch Và Chiến Lược Kinh Doanh",https://www.topcv.vn/viec-lam/pho-giam-doc-sales-marketing-may-tinh-luong-tu-20-50-trieu/1556560.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735585548,TopCV
Giảng Viên Công Nghệ Thông Tin/ Khoa Học Máy Tính,,Nhân viên,1 năm,Trường Đại học CMC,Hà Nội,Thoả thuận,"Android, CSS, HTML, Java, Javascript, Giảng dạy, Lập Trình",https://www.topcv.vn/viec-lam/giang-vien-cong-nghe-thong-tin-khoa-hoc-may-tinh/1334503.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735585548,TopCV
Trưởng Nhóm Công Nghệ - Quy Nhơn Bình Định (Đi Làm Ngay),,Trưởng nhóm,2 năm,CÔNG TY CỔ PHẦN WECARE GROUP,Bình Định,Tới 20 triệu,"Giao tiếp, Quản Lý, Lãnh đạo, Giải quyết vấn đề, Ra Quyết Định",https://www.topcv.vn/viec-lam/truong-nhom-cong-nghe-quy-nhon-binh-dinh-di-lam-ngay/1547914.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735585548,TopCV
Chuyên Viên Giải Pháp Nền Tảng - Platform Solution Specialist - Khối Công Nghệ Thông Tin (HO24.364)...,"Pro

NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN QUÂN ĐỘI",Nhân viên,Không yêu cầu kinh nghiệm,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN QUÂN ĐỘI,Hà Nội,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/chuyen-vien-giai-phap-nen-tang-platform-solution-specialist-khoi-cong-nghe-thong-tin-ho24-364-cau-giay-ha-noi/1574165.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735585548,TopCV
Thực Tập Sinh Kinh Doanh (Thành Phố Thủ Đức),,Thực tập sinh,Không yêu cầu kinh nghiệm,CÔNG TY TNHH IT-COMMUNICATIONS VIỆT NAM,Hồ Chí Minh,Trên 1 triệu,"Giao tiếp tốt, Kỹ năng làm việc nhóm, chịu được áp lực công việc, Khả Năng Học Hỏi Nhanh, Trung Thực, Chăm Chỉ",https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh-thanh-pho-thu-duc/1571764.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735585548,TopCV
Nhân Viên Kỹ Thuật Viễn Thông Không Yêu Cầu Kinh Nghiệm Thu Nhập Đến 15 Triệu (TP.Hồ Chí Minh),,Nhân viên,Không yêu cầu kinh nghiệm,CÔNG TY CỔ PHẦN VIỄN THÔNG ACT,Hồ Chí Minh,8 - 15 triệu,"Làm việc nhóm, Giải quyết vấn đề, Cài Đặt Và Cấu Hình Thiết Bị Mạng, Kiến Thức Cơ Bản Về Mạng Viễn Thông, Khắc Phục Sự Cố Thiết Bị Viễn Thông",https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-vien-thong-khong-yeu-cau-kinh-nghiem-thu-nhap-den-15-trieu-tp-ho-chi-minh/1557888.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735585548,TopCV
"Trưởng Nhóm Kỹ Thuật Bảo Hành - Từ 1 Năm Kinh Nghiệm (Thanh Trì, Hà Nội)",,Trưởng nhóm,1 năm,CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP HTV (CellphoneS),Hà Nội,15 - 20 triệu,"Quản lý nhóm, Chăm Sóc Khách Hàng, Dịch Vụ Khách Hàng, Dịch vụ bảo hành",https://www.topcv.vn/viec-lam/truong-nhom-ky-thuat-bao-hanh-tu-1-nam-kinh-nghiem-thanh-tri-ha-noi/1553809.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735585548,TopCV
Video Editor Cho Phim Hoạt Hình 2D - Thu Nhập Upto 15 Triệu++ Tại Hà Nội,,Nhân viên,1 năm,Công ty TNHH Thương mại và Truyền thông Lê Gia,Hà Nội,Tới 15 triệu,N/A,https://www.topcv.vn/viec-lam/video-editor-cho-phim-hoat-hinh-2d-thu-nhap-upto-15-trieu-tai-ha-noi/1496866.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735585548,TopCV
Chuyên Viên Vận Hành Hệ Thống - System Administrator - Khối Công Nghệ Thông Tin (HO24.366) – Cầu Giấ...,"Pro

NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN QUÂN ĐỘI",Nhân viên,Không yêu cầu kinh nghiệm,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN QUÂN ĐỘI,Hà Nội,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/chuyen-vien-van-hanh-he-thong-system-administrator-khoi-cong-nghe-thong-tin-ho24-366-cau-giay-ha-noi/1574184.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735585548,TopCV
Chuyên Viên Quản Lý Ứng Dụng - Application Administrator - Khối Công Nghệ Thông Tin (HO24.365) - Cầu...,"Pro

NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN QUÂN ĐỘI",Nhân viên,Không yêu cầu kinh nghiệm,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN QUÂN ĐỘI,Hà Nội,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/chuyen-vien-quan-ly-ung-dung-application-administrator-khoi-cong-nghe-thong-tin-ho24-365-cau-giay-ha-noi/1574174.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735585548,TopCV
Nhân Viên Kinh Doanh Phân Phối Linh Kiện Máy Tính/ Sale B2B,,Nhân viên,Dưới 1 năm,Công Ty Cổ Phần Tin Học Mai Hoàng,Hà Nội & 2 nơi khác,12 - 50 triệu,N/A,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-phoi-linh-kien-may-tinh-sale-b2b/1520090.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Nhân Viên Kinh Doanh Phần Mềm, Lương Cứng 10-12M, 2 Năm Kinh Nghiệm",,Nhân viên,2 năm,CÔNG TY TNHH PHẦN MỀM AIRSOFT,Hà Nội,10 - 12 triệu,"Kỹ năng giao tiếp, Kỹ năng đàm phán",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-luong-cung-10-12m-2-nam-kinh-nghiem/1545840.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Nhân Viên Tư Vấn Part-Time / Thời Vụ Tết (Thu Nhập 2 -5 Triệu ) -Quận 1,2,9,10, Gò Vấp, Tân Bình",,Nhân viên,Không yêu cầu kinh nghiệm,Công ty Cổ phần Công Nghệ Dịch vụ và Thương mại HERAMO,Hồ Chí Minh,2 - 5 triệu,"Làm việc nhóm, Chăm Sóc Khách Hàng, Giao tiếp tốt, Khả Năng Chịu Áp Lực, Kỹ Năng Bán Hàng Cơ Bản",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-part-time-thoi-vu-tet-thu-nhap-2-5-trieu-quan-1-2-9-10-go-vap-tan-binh/1571445.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Chăm Sóc Khách Hàng (Customer Service/Customer Care) - Phụ Cấp Lên Đến 5 Triệu [Tại Hồ...,,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty tnhh đầu tư và công nghệ aligo,Hồ Chí Minh,2 - 5 triệu,"Làm việc nhóm, Giao tiếp tốt, Khả năng giải quyết vấn đề, Trung Thực, Nhiệt Tình, Kỹ Năng Lắng Nghe Tích Cực",https://www.topcv.vn/viec-lam/thuc-tap-sinh-cham-soc-khach-hang-customer-service-customer-care-phu-cap-len-den-5-trieu-tai-ho-chi-minh/1531757.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Tư Vấn/Kinh Doanh/Sales Support - Phụ Cấp Lên Đến 5 Triệu [Tại Hồ Chí Minh],,Thực tập sinh,Không yêu cầu kinh nghiệm,Công ty tnhh đầu tư và công nghệ aligo,Hồ Chí Minh,2.5 - 5 triệu,"Làm việc nhóm, Giao tiếp, kỹ năng thuyết trình, Khả Năng Học Hỏi Nhanh, Chăm Chỉ, Siêng Năng",https://www.topcv.vn/viec-lam/thuc-tap-sinh-tu-van-kinh-doanh-sales-support-phu-cap-len-den-5-trieu-tai-ho-chi-minh/1570239.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Tổng Đài Viên Telesales/Tư Vấn/Chăm Sóc Khách Hàng - Tại Hồ Chí Minh - Thu Nhập 9 - 15 Triệu,,Nhân viên,Không yêu cầu kinh nghiệm,CÔNG TY TNHH IT-COMMUNICATIONS VIỆT NAM,Hồ Chí Minh,9 - 15 triệu,N/A,https://www.topcv.vn/viec-lam/tong-dai-vien-telesales-tu-van-cham-soc-khach-hang-tai-ho-chi-minh-thu-nhap-9-15-trieu/1414936.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Nhân Viên Lập Trình MAUI, XAML, Blazor",,Nhân viên,1 năm,CÔNG TY TNHH PIKOTECH,"Hồ Chí Minh, Bình Dương",10 - 12 triệu,"C#, Git, .NET Framework, .net core, Blazor, .net Maui, Xaml",https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh-maui-xaml-blazor/1569829.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Kỹ Sư Lập Trình Embedded/IoT (C/C++/C#, Python) [Nam Từ Liêm - Hà Nội] - Thu Nhập Upto 30Tr+++, Nhiề...",,Nhân viên,2 năm,Công ty cổ phần phần mềm nhúng NATA,Hà Nội,Thoả thuận,"Kiểm Thử Phần Mềm (testing), Kiến Trúc Phần Mềm, Lập Trình Hướng Đối Tượng (oop), Phân Tích Và Thiết Kế Hệ Thống, Quản Lý Phiên Bản (git)",https://www.topcv.vn/viec-lam/ky-su-lap-trinh-embedded-iot-c-c-c-python-nam-tu-liem-ha-noi-thu-nhap-upto-30tr-nhieu-dai-ngo-hap-dan/1556465.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Bán Hàng Viễn Thông Di Động,,Nhân viên,2 năm,Công ty Cổ phần Công nghệ thông tin Nam Á,Hà Nội,10 - 20 triệu,"Kỹ năng Thuyết phục, Kỹ năng bán hàng, Xây dựng mối quan hệ, Giao tiếp, Chăm Sóc Khách Hàng, Kiến Thức Về Sản Phẩm Viễn Thông",https://www.topcv.vn/viec-lam/nhan-vien-ban-hang-vien-thong-di-dong/1566744.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Thiết Kế PCB - Lập Trình Firmware,,Nhân viên,1 năm,CÔNG TY TNHH PIKOTECH,"Hồ Chí Minh, Bình Dương",10 - 12 triệu,"Đọc Hiểu Bản Vẽ Kỹ Thuật, Tiếng Anh (đọc Hiểu Tài Liệu Kỹ Thuật), Kiểm Tra Và Gỡ Lỗi Mạch Điện Tử, Kiến Thức Về Linh Kiện Điện Tử, Thiết Kế Mạch Điện Tử Pcb, Thiết Kế Pcb (kicad, Altium, Eagle), Lập Trình Nhúng (c C++), Sử Dụng Các Phần Mềm Mô Phỏng Mạch Điện",https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-pcb-lap-trinh-firmware/1561051.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
"Nhân Viên Chăm Sóc Khách Hàng Sử Dụng Phần Mềm, Lương 8 - 15 Triệu, Hồ Chí Minh",,Nhân viên,1 năm,CÔNG TY TNHH DỊCH VỤ WAO,Hồ Chí Minh,8 - 15 triệu,"Làm việc nhóm, Giao tiếp, Chăm Sóc Khách Hàng, Giải quyết vấn đề, Kiên Nhẫn",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang-su-dung-phan-mem-luong-8-15-trieu-ho-chi-minh/1559964.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Cocos Developer (Playable Ads ),,Nhân viên,1 năm,CÔNG TY TNHH PUZZLE STUDIO,Hồ Chí Minh,15 - 25 triệu,"C#, cocos creator, C++ Hoặc Javascript (tùy Thuộc Vào Phiên Bản Cocos Sử Dụng), Xây Dựng Game 2d, Hiểu Biết Về Vòng Đời Phát Triển Game, Kiến Thức Về Quảng Cáo Trong Game (playable Ads)",https://www.topcv.vn/viec-lam/cocos-developer-playable-ads/1553097.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Business Analyst,,Thực tập sinh,Không yêu cầu kinh nghiệm,Top On Seek (TOS) Ltd.,Hồ Chí Minh,Trên 3 triệu,"Business Analyst, Figma, CNTT (Phần mềm)",https://www.topcv.vn/viec-lam/thuc-tap-sinh-business-analyst/695749.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên IT Hệ Thống Mạng,,Nhân viên,1 năm,Công Ty Trách Nhiệm Hữu Hạn May Mặc Alliance One,Bến Tre,Thoả thuận,"Quản Trị Mạng, Khắc Phục Sự Cố Mạng, An Ninh Mạng Cơ Bản, Cấu Hình Thiết Bị Mạng (router, Switch, Firewall), Kiến Thức Về Các Giao Thức Mạng (tcp Ip, Bgp, Ospf)",https://www.topcv.vn/viec-lam/nhan-vien-it-he-thong-mang/1516887.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Kinh Doanh,,Nhân viên,Dưới 1 năm,CÔNG TY TNHH TM & DV NINA,Hồ Chí Minh,8 - 16 triệu,"Làm việc nhóm, Quản lý thời gian, Phân tích dữ liệu, Giao tiếp tốt, Kỹ Năng Nghiên Cứu Thị Trường",https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh/1574662.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Kinh Doanh,,Nhân viên,Không yêu cầu kinh nghiệm,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,Hồ Chí Minh,8 - 32 triệu,"Word, Excel, Làm việc nhóm, Khả Năng Chịu Áp Lực Cao",https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh/1574867.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Shopify Front End Developer (Themes),,Nhân viên,1 năm,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ MIQUÉ,Hà Nội,Thoả thuận,"CSS, HTML, Javascript, Responsive Design, Liquid (shopify)",https://www.topcv.vn/viec-lam/shopify-front-end-developer-themes/1575223.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Delivery Manager,,Trưởng/Phó phòng,Trên 5 năm,Công ty CP Phần mềm MOR,Nhật Bản,"3,500 - 6,500 USD","Project Management, Communication, People Management, Japanese, - Experience in project management, Technical Leader, delivery manager, Client Relationship Management",https://www.topcv.vn/viec-lam/it-delivery-manager/1519071.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
SEO Leader,,Trưởng nhóm,2 năm,Công ty CP TM Trực tuyến Đặng Gia,Hà Nội,20 - 30 triệu,"Phân tích từ khóa, Chiến Lược Seo, Xây Dựng Liên Kết, Tối Ưu Hóa On Page, Tối Ưu Hóa Off Page",https://www.topcv.vn/viec-lam/seo-leader/773792.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Kiểm Thử (Auto Tester),,Nhân viên,1 năm,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALADIN,Hà Nội,20 - 25 triệu,"phân tích yêu cầu, Báo Cáo Lỗi, Xác Định Lỗi, Viết Test Case, Thực Hiện Test Case (manual & Automation)",https://www.topcv.vn/viec-lam/chuyen-vien-kiem-thu-auto-tester/1543207.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Phát Triển Kinh Doanh,"Pro

Viettel Digital",Nhân viên,2 năm,Viettel Digital,Hà Nội,Thoả thuận,"Kỹ năng đàm phán, Kỹ năng Thuyết phục",https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-kinh-doanh/1529562.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Chuyên Viên Phát Triển Kênh Bán Mảng Bảo Hiểm,"Pro

Viettel Digital",Nhân viên,2 năm,Viettel Digital,Hà Nội,Thoả thuận,"Làm việc nhóm, Quản lý thời gian, Phân tích vấn đề, Giải quyết vấn đề, Giao tiếp hiệu quả",https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-kenh-ban-mang-bao-hiem/1575065.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Senior Data Engineer (AWS),,Nhân viên,5 năm,CÔNG TY TNHH CÔNG NGHỆ ITECH ASIA,Hồ Chí Minh,Thoả thuận,"Quản Lý Dự Án, Lãnh đạo, Giải quyết vấn đề, Giao tiếp hiệu quả, Ra Quyết Định",https://www.topcv.vn/viec-lam/senior-data-engineer-aws/1573802.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Korean Comtor,,Nhân viên,1 năm,LG Electronics Development Vietnam Company Limited,Hà Nội,"800 - 1,200 USD","Làm việc nhóm, Giao tiếp, Lập Trình, Giải quyết vấn đề, phân tích hệ thống",https://www.topcv.vn/viec-lam/it-korean-comtor/1574903.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Business Analyst,"Pro

Công Ty Tài Chính TNHH HD SAISON",Nhân viên,4 năm,Công Ty Tài Chính TNHH HD SAISON,Hồ Chí Minh,Thoả thuận,"Giao tiếp, Phân Tích Nghiệp Vụ, Viết tài liệu, Thu Thập Yêu Cầu, Mô Hình Hóa Dữ Liệu",https://www.topcv.vn/viec-lam/it-business-analyst/1551497.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Theo Dõi Định Vị,"Pro

CÔNG TY TNHH NHỰA LONG THÀNH",Nhân viên,Dưới 1 năm,CÔNG TY TNHH NHỰA LONG THÀNH,Hồ Chí Minh,Thoả thuận,"Quản Lý Dữ Liệu, Kỹ năng lập báo cáo, Khả Năng Làm Việc Độc Lập Và Nhóm, Sử Dụng Phần Mềm Theo Dõi Định Vị, Phân Tích Dữ Liệu Định Vị",https://www.topcv.vn/viec-lam/nhan-vien-theo-doi-dinh-vi/1574309.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Chăm Sóc Khách Hàng,,Nhân viên,1 năm,Công ty TNHH Infoplus,Hà Nội,8 - 10 triệu,"Làm việc nhóm, Giao tiếp, Soạn Thảo Văn Bản, Quản Lý Văn Phòng Phẩm, Sắp Xếp Hồ Sơ",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang/1574808.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Human Resource Manager,,Trưởng/Phó phòng,4 năm,JOYBIT,Hà Nội,Thoả thuận,N/A,https://www.topcv.vn/viec-lam/human-resource-manager/1572254.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Thực Tập Sinh Business Analyst Tiếng Nhật,,Thực tập sinh,Không yêu cầu kinh nghiệm,CÔNG TY TNHH SUPREMETECH,Đà Nẵng,Thoả thuận,"Kỹ năng giao tiếp, Làm việc nhóm, Phân tích dữ liệu, Xây Dựng Mô Hình, Thu Thập Và Xử Lý Thông Tin",https://www.topcv.vn/viec-lam/thuc-tap-sinh-business-analyst-tieng-nhat/1559550.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Junior QC/Tester,,Nhân viên,1 năm,Công ty Cổ phần Giải pháp Phần mềm Biplus Việt Nam,Hà Nội,Thoả thuận,"Kiểm thử phần mềm, Viết Testcase, Kiến Thức Về Cơ Sở Dữ Liệu (sql, Nosql), Api Testing (postman, Rest Assured, Etc.)",https://www.topcv.vn/viec-lam/junior-qc-tester/1529087.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Gia Hạn Dịch Vụ,,Nhân viên,Không yêu cầu kinh nghiệm,Công ty TNHH Phần mềm Nhân Hòa,Nghệ An,10 - 20 triệu,"Làm việc nhóm, Quản lý thời gian, Kỹ năng đàm phán, Kỹ năng Thuyết phục, Giao tiếp",https://www.topcv.vn/viec-lam/nhan-vien-gia-han-dich-vu/1550304.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Triển Khai Phần Mềm (HRM Software),,Nhân viên,2 năm,CÔNG TY TRÁCH NHIỆM HỮU HẠN CADENA VIỆT NAM,Hà Nội,Thoả thuận,"C&B, Tiếng Anh giao tiếp, English, ERP Software, Giao tiếp, Nghiệp Vụ Nhân Sự, Quản Lý Dự Án, consultant, Triển Khai Phần Mềm, labor law, SAP Implementation, SAP ERP, PAYROLL, HRM software, Compensation & Benefits (c&b) Knowledge",https://www.topcv.vn/viec-lam/nhan-vien-trien-khai-phan-mem-hrm-software/1551182.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Regional Consultant (HR Software),,Nhân viên,2 năm,CÔNG TY TRÁCH NHIỆM HỮU HẠN CADENA VIỆT NAM,Hồ Chí Minh,Thoả thuận,"Kỹ năng giao tiếp, Tiếng Anh giao tiếp, Tiếng Anh thành thạo, English, ERP Software, SAP Implementation, Phần mền HR",https://www.topcv.vn/viec-lam/regional-consultant-hr-software/1385095.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Nhân Viên Thiết Kế Nội Thất,,Nhân viên,Không yêu cầu kinh nghiệm,Công ty TNHH Thương Mại Rồng Phương Bắc,Hà Nội,7 - 10 triệu,"khả năng làm việc độc lập và theo nhóm, Khả Năng Sáng Tạo Và Tư Duy Hình Ảnh Tốt, Khả Năng Giao Tiếp Và Trình Bày Ý Tưởng Hiệu Quả, Sử Dụng Thành Thạo Các Phần Mềm Thiết Kế Đồ Họa (ví Dụ: Adobe Photoshop, Illustrator, Indesign, Coreldraw), Hiểu Biết Về Nguyên Tắc Thiết Kế (ví Dụ: Bố Cục, Màu Sắc, Typography, Hình Ảnh)",https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-noi-that/1574776.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Senior PHP,,Nhân viên,4 năm,Công ty TNHH Kiaisoft Việt Nam,Hà Nội,Tới 40 triệu,"Laravel, PHP, AWS, Front-end, infrastructure",https://www.topcv.vn/viec-lam/senior-php/1574599.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
IT Comtor (N1/N2),,Nhân viên,1 năm,Công ty TNHH Kiaisoft Việt Nam,Hà Nội,Tới 30 triệu,Yêu cầu trình độ tiếng Nhật tối thiểu JLPT N2,https://www.topcv.vn/viec-lam/it-comtor-n1-n2/1574559.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Business Analyst (Tiếng Nhật),,Nhân viên,1 năm,Công ty TNHH Kiaisoft Việt Nam,Hà Nội,Tới 27 triệu,"Business Analyst, Viết Báo Cáo, Yêu cầu trình độ tiếng Nhật tối thiểu JLPT N2, Thu Thập Và Phân Tích Dữ Liệu",https://www.topcv.vn/viec-lam/business-analyst-tieng-nhat/1574584.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
Golang Developer,,Nhân viên,1 năm,Công ty cổ phần Bravesoft Việt Nam,Hồ Chí Minh,Thoả thuận,"Linux, AWS, Golang",https://www.topcv.vn/viec-lam/golang-developer/1551090.html?ta_source=JobSearchList_LinkDetail&u_sr_id=0YzsMiAeHtn4yjXH6u82SGWjP2sJfhE9XytIZeai_1735586193,TopCV
